feature,importance
NDVI_may,241.06350209059417
NDVI_apr,237.68473052936056
GCVI_jul,224.619399088794
LSWI_jul,220.4733261467289
EVI_jul,217.10402239996498
NDVI_nov,211.51282750380793
EVI_aug,194.77098389139005
NDVI_jan,187.65722341705325
NDVI_jun,178.69685434557965
GCVI_jun,165.27767666289805
LSWI_aug,163.27529071160515
NDVI_sep,160.49519756574233
LSWI_sep,159.8469072907595
GCVI_sep,158.5726802996964
GCVI_aug,156.21868653777204
NDVI_aug,147.30963965415995
