feature,importance
NDVI_may,435.61904468855636
EVI_jul,409.2458038891142
LSWI_jul,392.9183597444293
GCVI_jul,389.47068785996476
GCVI_aug,365.75615308824644
NDVI_jan,362.76579862870784
NDVI_nov,355.29026231261594
GCVI_jun,353.7518728998223
LSWI_sep,318.4346933721735
