feature,importance
NDVI_may,133.32731855571154
NDVI_nov,128.95850650434764
EVI_jul,117.1824214339955
GCVI_aug,116.73138547747581
GCVI_jun,115.88287930009432
LSWI_jul,106.65499803637235
GCVI_jul,103.37128894872832
LSWI_sep,31.044961332642377
NDVI_jan,12.681452870287584
